family,page,strategy,epsilon,seed,iter,generated,valid_n,bypassed_n,num_clusters,retries,rules_added,num_rules,num_hard,block_after_pct_byp,added_fp_pct,uniqueness_pct,attack_in_tokens,attack_out_tokens,defense_in_tokens,defense_out_tokens,rule_eval_s
SQLi,filter,CG,0.1,9,0,47,46,46,24,1,1,1,0,100.0,0.00,6.5,2403,1868,1197,122,10.27
SQLi,filter,CG,0.1,10,0,48,43,38,29,1,1,1,0,100.0,0.00,0.0,2403,1883,1111,119,11.39
SQLi,filter,CG,0.2,1,0,49,46,45,7,1,1,1,0,100.0,0.55,13.3,2403,1906,1693,192,12.66
SQLi,filter,CG,0.2,2,0,50,49,47,1,1,1,1,0,100.0,0.00,0.0,2403,1705,1624,122,11.66
SQLi,filter,CG,0.2,3,0,50,47,46,4,1,1,1,0,100.0,0.00,6.5,2403,1878,1679,117,9.99
SQLi,filter,CG,0.2,4,0,50,46,43,6,1,1,1,0,100.0,0.00,9.3,2403,1923,1675,133,11.07
SQLi,filter,CG,0.2,5,0,50,46,44,13,1,1,1,0,100.0,0.00,25.0,2403,1950,1725,133,11.47
SQLi,filter,CG,0.2,6,0,49,43,42,5,1,1,1,0,100.0,0.00,2.4,2403,1905,1670,122,11.19
SQLi,filter,CG,0.2,7,0,56,44,43,13,1,1,1,0,100.0,0.00,20.9,2403,1965,1691,133,11.44
SQLi,filter,CG,0.2,8,0,49,49,48,4,1,1,1,0,100.0,0.00,4.2,2403,1862,1664,119,11.25
SQLi,filter,CG,0.2,9,0,50,47,46,6,1,1,1,0,100.0,0.00,4.3,2403,1853,1661,120,12.60
SQLi,filter,CG,0.2,10,0,49,46,46,3,1,1,1,0,100.0,0.00,0.0,2403,1902,1664,122,11.31
SQLi,filter,CG,0.4,1,0,50,47,47,2,1,1,1,0,100.0,0.00,6.4,2403,1882,1674,124,7.56
SQLi,filter,CG,0.4,2,0,44,43,43,1,1,1,1,0,100.0,0.00,0.0,2403,1846,1685,122,7.25
SQLi,filter,CG,0.4,3,0,50,47,47,1,1,1,1,0,100.0,0.00,0.0,2403,1882,1699,124,7.24
SQLi,filter,CG,0.4,4,0,50,40,40,1,1,1,1,0,100.0,0.00,0.0,2403,1926,1684,120,7.19
SQLi,filter,CG,0.4,5,0,48,45,43,1,1,1,1,0,100.0,0.00,0.0,2403,1883,1681,133,7.38
SQLi,filter,CG,0.4,6,0,50,48,46,1,1,1,1,0,100.0,0.00,4.3,2403,1882,1678,122,7.33
SQLi,filter,CG,0.4,7,0,50,48,47,1,1,1,1,0,100.0,0.00,4.3,2403,1895,1704,133,7.38
SQLi,filter,CG,0.4,8,0,50,49,49,1,1,1,1,0,100.0,0.00,0.0,2403,1891,1697,124,6.98
SQLi,filter,CG,0.4,9,0,50,44,42,1,1,1,1,0,100.0,0.00,7.1,2403,1871,1660,115,7.26
SQLi,filter,CG,0.4,10,0,50,48,48,1,1,1,1,0,100.0,0.00,6.2,2403,1906,1680,133,7.13
SQLi,filter,CG,0.5,1,0,50,43,43,1,1,1,1,0,100.0,0.00,11.6,2403,1951,1703,118,7.22
SQLi,filter,CG,0.5,2,0,49,47,47,1,1,1,1,0,100.0,0.00,2.1,2403,1885,1660,122,7.37
SQLi,filter,CG,0.5,3,0,51,40,38,1,1,1,1,0,100.0,0.00,2.6,2403,1856,1653,124,7.13
SQLi,filter,CG,0.5,4,0,50,38,37,1,2,2,2,0,100.0,0.00,2.7,2403,2006,2788,233,11.60
SQLi,filter,CG,0.5,5,0,49,47,47,1,1,1,1,0,100.0,0.00,8.5,2403,1882,1652,122,8.42
SQLi,filter,CG,0.5,6,0,46,38,38,1,1,1,1,0,100.0,0.00,10.5,2403,1912,1675,133,7.15
SQLi,filter,CG,0.5,6,2,50,30,13,1,3,0,1,13,0.0,0.00,23.1,2532,2181,5152,364,3.01
SQLi,filter,CG,0.5,6,3,50,41,41,1,3,0,1,41,0.0,0.00,29.3,4077,2154,5467,384,3.86
SQLi,filter,CG,0.5,6,4,50,47,47,1,3,0,1,47,0.0,0.00,36.2,7788,2138,5521,385,3.37
SQLi,filter,CG,0.5,6,5,50,42,42,1,3,0,1,42,0.0,0.00,21.4,8742,2176,5530,388,3.42
SQLi,filter,CG,0.5,6,6,50,49,49,1,3,0,1,49,0.0,0.00,18.4,8097,2155,5419,364,3.35
SQLi,filter,CG,0.5,6,7,50,38,38,1,3,0,1,38,0.0,0.00,18.4,9027,2231,5521,383,3.33
SQLi,filter,CG,0.5,6,8,50,43,43,1,3,0,1,43,0.0,0.00,18.6,7578,2260,5602,404,3.36
SQLi,filter,CG,0.5,6,9,50,43,43,1,3,0,1,43,0.0,0.00,27.9,8409,2192,5458,382,3.90
SQLi,filter,CG,0.5,6,10,50,48,48,1,3,0,1,48,0.0,0.00,18.8,8280,2209,5631,475,4.07
SQLi,filter,CG,0.5,7,0,51,38,38,1,1,1,1,0,100.0,0.00,15.8,2403,2068,1684,124,8.74
SQLi,filter,CG,0.5,8,0,50,46,46,1,1,1,1,0,100.0,0.00,21.7,2403,1927,1687,124,7.21
SQLi,filter,CG,0.5,9,0,50,49,48,1,1,1,1,0,100.0,0.00,14.6,2403,1914,1670,124,7.20
SQLi,filter,CG,0.5,9,2,50,46,2,2,6,0,1,2,0.0,0.00,100.0,2487,1314,6980,766,3.60
SQLi,filter,CG,0.5,9,3,50,45,0,0,3,0,1,0,100.0,0.00,0.0,2571,1339,0,0,2.51
SQLi,filter,CG,0.5,9,5,49,47,45,1,3,0,1,45,0.0,0.00,2.2,3864,1419,4837,417,3.25
SQLi,filter,CG,0.5,9,6,50,47,16,1,3,0,1,16,0.0,0.00,0.0,6453,1421,4828,401,3.79
SQLi,filter,CG,0.5,9,7,49,46,46,1,3,0,1,46,0.0,0.00,0.0,3828,1416,4861,412,3.93
SQLi,filter,CG,0.5,9,8,49,47,46,1,3,0,1,46,0.0,0.00,0.0,6567,1487,4873,368,3.48
SQLi,filter,CG,0.5,9,9,50,48,48,1,3,0,1,48,0.0,0.00,2.1,6732,1466,4918,386,3.48
SQLi,filter,CG,0.5,9,10,49,43,43,1,3,0,1,43,0.0,0.00,2.3,6906,1531,4903,422,3.52
SQLi,filter,CG,0.5,9,11,50,45,44,1,,0,1,44,0.0,0.00,6.8,6534,1685,5143,418,3.49
SQLi,filter,CG,0.5,10,0,50,49,47,1,1,1,1,0,100.0,0.00,10.6,2403,1931,1698,132,7.33
SQLi,filter,CG,0.5,10,2,50,42,41,1,1,1,2,0,100.0,0.00,22.0,4098,1826,1662,122,7.11
XSS,search,CG,0.1,1,0,47,32,13,10,2,1,1,0,100.0,0.00,30.8,1485,730,3544,402,9.05
XSS,search,CG,0.1,2,0,48,39,18,17,1,1,1,0,100.0,0.00,50.0,1485,833,1705,209,7.22
XSS,search,CG,0.1,3,0,48,42,16,14,1,1,1,0,100.0,0.00,37.5,1485,712,1700,215,7.36
XSS,search,CG,0.1,4,0,47,33,13,13,1,1,1,0,100.0,0.00,61.5,1485,676,1700,157,7.43
XSS,search,CG,0.1,5,0,46,37,14,12,6,2,2,0,100.0,0.00,28.6,1485,714,10467,959,14.92
XSS,search,CG,0.1,6,0,47,36,17,14,3,2,2,0,100.0,0.00,35.3,1485,730,5178,518,11.56
XSS,search,CG,0.1,7,0,50,22,11,11,5,2,2,0,100.0,0.00,63.6,1485,937,8781,993,13.38
XSS,search,CG,0.1,8,0,49,38,17,15,1,1,1,0,100.0,0.00,35.3,1485,694,1698,156,7.98
XSS,search,CG,0.1,9,0,48,41,17,14,2,2,2,0,100.0,0.00,58.8,1485,761,3412,286,11.73
XSS,search,CG,0.1,10,0,46,28,11,11,1,1,1,0,100.0,0.00,63.6,1485,666,1700,198,8.18
XSS,search,CG,0.2,1,0,43,33,21,15,2,2,2,0,100.0,0.00,61.9,1485,738,3418,357,12.94
XSS,search,CG,0.2,2,0,49,32,13,10,2,2,2,0,100.0,0.00,53.8,1485,772,3419,383,13.71
XSS,search,CG,0.2,3,0,49,36,18,11,3,2,2,0,100.0,0.00,27.8,1485,676,5202,457,13.91
XSS,search,CG,0.2,4,0,44,36,17,12,1,1,1,0,100.0,0.00,47.1,1485,694,1731,175,8.46
XSS,search,CG,0.2,5,0,48,38,18,14,2,2,2,0,100.0,0.00,55.6,1485,717,3411,309,14.63
XSS,search,CG,0.2,6,0,49,34,13,11,2,1,1,0,100.0,0.00,53.8,1485,761,3557,516,9.51
XSS,search,CG,0.2,7,0,49,28,18,13,1,1,1,0,100.0,0.00,50.0,1485,718,1733,224,9.13
XSS,search,CG,0.2,8,0,44,34,20,11,1,1,1,0,100.0,0.00,25.0,1485,725,1730,240,9.54
XSS,search,CG,0.2,9,0,48,37,20,15,4,2,2,0,100.0,0.00,50.0,1485,702,7073,621,14.98
XSS,search,CG,0.2,10,0,46,30,14,7,2,2,2,0,100.0,0.00,35.7,1485,838,3571,461,14.39
XSS,search,CG,0.4,1,0,46,35,18,3,1,1,1,0,100.0,0.00,55.6,1485,668,1940,205,4.40
XSS,search,CG,0.4,2,0,47,40,19,1,2,1,1,0,100.0,0.00,15.8,1485,707,3925,480,4.73
XSS,search,CG,0.4,3,0,48,33,18,2,1,1,1,0,100.0,0.00,50.0,1485,753,1936,218,4.29
XSS,search,CG,0.4,4,0,47,34,16,4,1,1,1,0,100.0,0.00,68.8,1485,687,1883,257,4.44
XSS,search,CG,0.4,5,0,35,27,14,4,1,1,1,0,100.0,0.00,57.1,990,439,1821,200,4.31
XSS,search,CG,0.4,6,0,49,29,9,2,1,2,2,0,100.0,0.00,55.6,1485,669,1817,319,7.37
XSS,search,CG,0.4,7,0,47,34,17,4,1,1,1,0,100.0,0.00,23.5,1485,727,1910,334,5.46
XSS,search,CG,0.4,8,0,48,38,19,5,1,1,1,0,100.0,0.00,47.4,1485,666,1933,158,4.28
XSS,search,CG,0.4,9,0,48,36,16,3,1,1,1,0,100.0,0.00,62.5,1485,691,1907,203,5.24
XSS,search,CG,0.4,10,0,42,32,14,2,1,1,1,0,100.0,0.00,42.9,1485,705,1879,233,4.88
XSS,search,CG,0.5,1,0,48,41,18,1,1,1,1,0,100.0,0.00,44.4,1485,681,1939,176,5.28
XSS,search,CG,0.5,2,0,45,36,17,1,1,2,2,0,100.0,0.00,41.2,1485,698,1936,316,7.66
XSS,search,CG,0.5,3,0,45,39,22,1,1,1,1,0,100.0,0.00,36.4,1485,735,1946,213,4.68
XSS,search,CG,0.5,4,0,49,38,12,1,1,1,1,0,100.0,0.00,50.0,1485,734,1891,232,5.34
XSS,search,CG,0.5,5,0,47,36,14,1,1,1,1,0,100.0,0.00,57.1,1485,778,1920,157,4.67
XSS,search,CG,0.5,6,0,47,37,21,1,1,2,2,0,100.0,0.00,23.8,1485,696,1935,461,7.87
XSS,search,CG,0.5,7,0,50,38,20,2,2,2,2,0,100.0,0.00,35.0,1485,711,3643,349,8.22
XSS,search,CG,0.5,8,0,45,32,14,1,1,1,1,0,100.0,0.00,42.9,1485,760,1929,220,4.60
XSS,search,CG,0.5,9,0,47,36,19,3,1,1,1,0,100.0,0.00,42.1,1485,786,1935,251,5.38
XSS,search,CG,0.5,10,0,46,34,14,1,1,2,2,0,100.0,0.00,57.1,1485,702,1905,246,7.90
XSS,calc,CG,0.1,1,0,49,16,3,3,1,1,1,0,100.0,0.00,100.0,1440,772,1700,204,7.46
XSS,calc,CG,0.1,2,0,46,15,5,5,1,1,1,0,100.0,0.00,100.0,1440,1210,1695,192,9.14
XSS,calc,CG,0.1,2,2,48,27,2,2,1,1,2,0,100.0,0.00,100.0,1290,906,1700,108,8.37
XSS,calc,CG,0.1,3,0,50,15,6,6,3,2,2,0,100.0,0.00,100.0,1440,736,5252,836,15.58
XSS,calc,CG,0.1,4,0,49,12,6,6,2,2,2,0,100.0,0.00,100.0,1440,1048,3403,494,13.21
XSS,calc,CG,0.1,4,3,48,21,1,1,1,1,3,0,100.0,0.00,100.0,1296,702,1693,113,8.09
XSS,calc,CG,0.1,5,0,62,18,9,9,3,2,2,0,100.0,0.00,100.0,1440,735,5168,492,14.46
XSS,calc,CG,0.1,6,0,52,21,7,7,1,1,1,0,100.0,0.00,100.0,1440,1123,1703,231,7.19
XSS,calc,CG,0.1,7,0,50,15,4,4,1,1,1,0,100.0,0.00,100.0,1440,810,1699,146,7.51
XSS,calc,CG,0.1,7,2,50,34,15,10,1,1,2,0,100.0,0.00,26.7,1332,961,1771,119,7.47
XSS,calc,CG,0.1,8,0,48,26,11,10,1,1,1,1,90.9,0.00,63.6,1440,814,1696,220,8.60
XSS,calc,CG,0.1,8,1,47,21,4,4,5,1,2,0,100.0,0.00,100.0,1275,680,9060,1143,13.52
XSS,calc,CG,0.1,9,0,46,26,8,7,1,1,1,2,75.0,0.00,75.0,1440,734,1697,195,7.90
XSS,calc,CG,0.1,9,1,50,28,15,11,1,1,2,0,100.0,0.00,33.3,1338,893,1721,138,8.07
XSS,calc,CG,0.1,9,3,51,37,30,26,1,1,3,28,6.7,0.00,6.7,1275,597,1712,240,8.79
XSS,calc,CG,0.1,9,4,50,43,43,43,1,1,4,0,100.0,0.00,23.3,2319,603,1698,283,9.40
XSS,calc,CG,0.1,10,0,49,26,13,13,1,1,1,5,61.5,0.00,100.0,1440,860,1695,317,8.70
XSS,calc,CG,0.1,10,1,50,26,2,2,1,1,2,0,100.0,0.00,100.0,1425,700,1701,243,7.47
XSS,calc,CG,0.2,1,0,51,15,6,6,1,1,1,0,100.0,0.00,100.0,1440,747,1697,114,8.34
XSS,calc,CG,0.2,2,0,49,28,10,9,1,1,1,0,100.0,0.00,80.0,1440,809,1698,145,8.18
XSS,calc,CG,0.2,3,0,50,22,8,7,3,2,2,0,100.0,0.00,75.0,1440,796,5263,764,14.67
XSS,calc,CG,0.2,4,0,48,19,8,7,1,1,1,0,100.0,0.00,75.0,1440,769,1697,206,8.45
XSS,calc,CG,0.2,5,0,48,11,3,2,4,2,2,0,100.0,0.00,33.3,1440,800,7007,553,13.85
XSS,calc,CG,0.2,6,0,51,30,9,9,4,3,3,0,100.0,0.00,77.8,1440,814,6945,735,20.21
XSS,calc,CG,0.2,6,2,48,24,5,5,1,1,4,0,100.0,0.00,100.0,1293,648,1694,207,7.67
XSS,calc,CG,0.2,7,0,84,27,8,7,1,1,1,0,100.0,0.00,75.0,1440,1064,1697,156,8.72
XSS,calc,CG,0.2,8,0,45,14,4,4,2,1,1,0,100.0,0.00,50.0,1440,1505,3469,267,8.61
XSS,calc,CG,0.2,8,2,50,29,6,6,2,1,2,0,100.0,0.00,66.7,1326,855,3461,424,8.85
XSS,calc,CG,0.2,9,0,49,24,8,7,2,2,2,0,100.0,0.00,75.0,1440,885,3401,453,14.55
XSS,calc,CG,0.2,10,0,47,35,15,14,3,2,2,0,100.0,0.00,86.7,1440,830,5262,559,13.53
XSS,calc,CG,0.4,1,0,47,14,6,5,1,1,1,0,100.0,0.00,100.0,1440,966,1701,157,4.38
XSS,calc,CG,0.4,2,0,46,18,5,3,2,2,2,0,100.0,0.00,60.0,1440,1204,3416,410,7.71
XSS,calc,CG,0.4,2,2,49,18,0,0,1,0,2,0,100.0,0.00,0.0,1284,819,0,0,1.79
XSS,calc,CG,0.4,2,4,50,29,1,1,,1,3,0,100.0,0.00,100.0,1344,657,1698,192,4.61
XSS,calc,CG,0.4,3,0,47,27,8,4,1,1,1,0,100.0,0.00,100.0,1440,733,1696,101,4.44
XSS,calc,CG,0.4,4,0,62,22,6,6,1,1,1,0,100.0,0.00,100.0,1440,948,1693,103,4.15
XSS,calc,CG,0.4,5,0,46,24,4,2,1,1,1,0,100.0,0.00,100.0,1440,861,1728,213,4.50
XSS,calc,CG,0.4,5,2,52,33,11,2,3,2,3,2,81.8,0.00,27.3,1326,563,5212,485,7.04
XSS,calc,CG,0.4,5,3,52,17,4,1,2,1,4,0,100.0,0.00,25.0,1299,1130,3545,309,4.51
XSS,calc,CG,0.4,6,0,51,15,7,5,1,1,1,0,100.0,0.00,71.4,1440,695,1703,123,4.20
XSS,calc,CG,0.4,6,2,51,33,1,1,1,1,2,0,100.0,0.00,100.0,1293,638,1693,113,4.27
XSS,calc,CG,0.4,7,0,62,9,2,2,2,2,2,0,100.0,0.00,100.0,1440,960,3422,433,7.33
XSS,calc,CG,0.4,8,0,49,28,10,6,2,2,2,0,100.0,0.00,100.0,1440,1088,3438,373,7.81
XSS,calc,CG,0.4,9,0,52,19,9,4,2,4,4,0,100.0,0.00,55.6,1440,722,3486,460,11.83
XSS,calc,CG,0.4,10,0,51,21,3,3,1,1,1,0,100.0,0.00,100.0,1440,882,1700,111,4.17
XSS,calc,CG,0.4,10,2,50,39,10,4,2,2,3,0,100.0,0.00,30.0,1350,788,3489,532,7.40
XSS,calc,CG,0.5,1,0,49,14,8,5,5,2,2,1,87.5,0.00,100.0,1440,739,8770,1243,8.76
XSS,calc,CG,0.5,1,1,47,17,1,1,1,1,3,0,100.0,0.00,100.0,1278,614,1702,216,4.71
XSS,calc,CG,0.5,2,0,50,25,5,3,2,2,2,0,100.0,0.00,100.0,1440,925,3397,419,8.01
XSS,calc,CG,0.5,3,0,46,12,6,4,2,3,3,0,100.0,0.00,100.0,1440,672,3406,580,11.20
XSS,calc,CG,0.5,3,2,49,27,5,1,1,1,4,0,100.0,0.00,100.0,1341,817,1759,106,4.70
XSS,calc,CG,0.5,4,0,49,15,7,4,4,2,2,0,100.0,0.00,100.0,1440,1059,7075,795,9.12
XSS,calc,CG,0.5,5,0,51,26,7,2,1,2,2,0,100.0,0.00,71.4,1440,858,1782,362,7.43
XSS,calc,CG,0.5,5,2,49,22,10,2,5,1,3,2,80.0,0.00,50.0,1359,1007,9616,1527,7.25
XSS,calc,CG,0.5,5,3,49,29,12,1,1,1,4,0,100.0,0.00,8.3,1344,1023,2033,310,4.85
XSS,calc,CG,0.5,6,0,48,28,14,4,3,2,2,0,100.0,0.00,85.7,1440,1099,5237,832,8.38
XSS,calc,CG,0.5,7,0,49,19,8,4,3,3,3,0,100.0,0.00,75.0,1440,632,5301,806,12.00
XSS,calc,CG,0.5,8,0,48,25,11,4,2,2,2,0,100.0,0.00,100.0,1440,913,3436,243,7.55
XSS,calc,CG,0.5,9,0,45,12,5,4,1,1,1,2,60.0,0.00,100.0,1440,1277,1695,181,4.92
XSS,calc,CG,0.5,9,1,48,19,4,2,2,1,2,0,100.0,0.00,100.0,1341,987,3558,346,4.91
XSS,calc,CG,0.5,10,0,48,18,5,3,2,2,2,0,100.0,0.00,100.0,1440,1081,3404,636,9.65
XSS,calc,CG,0.5,10,3,50,28,3,2,1,1,3,0,100.0,0.00,100.0,1311,626,1710,141,4.90
