config,workload,concurrency,repeat,n,p50_ms,p95_ms,p99_ms,avg_ms,req_per_sec,ok,err,cpu_pct,url
cg_static_xss,token,1,3,10000,1.0,1.4,2.7,1.1,900.0488,10000,0,68.7,http://localhost/customapp/product?id=1&note=a%3Cb%20and%20c%3Ed
cg_static_xss,token,1,4,10000,1.0,1.5,2.7,1.1,894.6271,10000,0,68.8,http://localhost/customapp/product?id=1&note=a%3Cb%20and%20c%3Ed
cg_static_xss,token,1,5,10000,1.0,1.2,1.7,1.1,941.3113,10000,0,68.8,http://localhost/customapp/product?id=1&note=a%3Cb%20and%20c%3Ed
cg_static_xss,token,10,1,10000,3.5,5.8,7.2,4.8999999999999995,1739.6875,10000,0,135.2,http://localhost/customapp/product?id=1&note=a%3Cb%20and%20c%3Ed
cg_static_xss,token,10,2,10000,3.7,6.1000000000000005,7.4,4.8,1749.5642,10000,0,134.6,http://localhost/customapp/product?id=1&note=a%3Cb%20and%20c%3Ed
cg_static_xss,token,10,3,10000,3.5,6.2,7.6,4.8,1706.4454,10000,0,135.9,http://localhost/customapp/product?id=1&note=a%3Cb%20and%20c%3Ed
cg_static_xss,token,10,4,10000,3.7,5.8999999999999995,7.3,5.0,1743.7094,10000,0,134.0,http://localhost/customapp/product?id=1&note=a%3Cb%20and%20c%3Ed
cg_static_xss,token,10,5,10000,3.5,5.7,6.7,4.8,1841.9269,10000,0,136.2,http://localhost/customapp/product?id=1&note=a%3Cb%20and%20c%3Ed
cg_static_xss,token,50,1,10000,4.0,6.4,1017.6,21.9,1569.5562,10000,0,118.3,http://localhost/customapp/product?id=1&note=a%3Cb%20and%20c%3Ed
cg_static_xss,token,50,2,10000,4.3,6.8,1018.6999999999999,23.2,1432.2996,10000,0,109.0,http://localhost/customapp/product?id=1&note=a%3Cb%20and%20c%3Ed
cg_static_xss,token,50,3,10000,4.2,7.0,1006.1,20.7,1499.1497,10000,0,121.6,http://localhost/customapp/product?id=1&note=a%3Cb%20and%20c%3Ed
cg_static_xss,token,50,4,10000,4.2,6.2,210.29999999999998,18.700000000000003,1731.8165,10000,0,132.3,http://localhost/customapp/product?id=1&note=a%3Cb%20and%20c%3Ed
cg_static_xss,token,50,5,10000,4.1000000000000005,6.6,449.6,19.099999999999998,1455.759,10000,0,110.0,http://localhost/customapp/product?id=1&note=a%3Cb%20and%20c%3Ed
