run_id,experiment,family,strategy,context,seed,epsilon,model,attacker_model,config_version,prompt_version,config_hash,corpus_id,output_dir,start_ts,end_ts,status,code_commit
RQ2_SQLi_RG_filter_eps0.3_seed6,RQ2,SQLi,RG,filter,6,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed6,results/V2/Random-Groups/CustomApp_D1_eps0.3_seed6,2026-08-31 18:20,2026-08-31 19:01,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_RG_filter_eps0.3_seed7,RQ2,SQLi,RG,filter,7,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed7,results/V2/Random-Groups/CustomApp_D1_eps0.3_seed7,2026-08-31 18:30,2026-08-31 19:00,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_RG_filter_eps0.3_seed8,RQ2,SQLi,RG,filter,8,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed8,results/V2/Random-Groups/CustomApp_D1_eps0.3_seed8,2026-08-31 18:23,2026-08-31 19:01,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_RG_filter_eps0.3_seed9,RQ2,SQLi,RG,filter,9,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed9,results/V2/Random-Groups/CustomApp_D1_eps0.3_seed9,2026-08-31 18:26,2026-08-31 19:00,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_RG_filter_eps0.3_seed10,RQ2,SQLi,RG,filter,10,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed10,results/V2/Random-Groups/CustomApp_D1_eps0.3_seed10,2026-08-31 18:28,2026-08-31 19:02,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.3_seed1,RQ2,SQLi,CG-Static,filter,1,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed1,results/V2/CustomApp_D1/CustomApp_D1_eps0.3_seed1,2026-08-07 01:59,2026-08-07 02:58,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.3_seed2,RQ2,SQLi,CG-Static,filter,2,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed2,results/V2/CustomApp_D1/CustomApp_D1_eps0.3_seed2,2026-08-07 02:29,2026-08-07 02:59,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.3_seed3,RQ2,SQLi,CG-Static,filter,3,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed3,results/V2/CustomApp_D1/CustomApp_D1_eps0.3_seed3,2026-08-07 02:29,2026-08-07 02:59,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.3_seed4,RQ2,SQLi,CG-Static,filter,4,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed4,results/V2/CustomApp_D1/CustomApp_D1_eps0.3_seed4,2026-08-07 02:48,2026-08-10 15:35,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.3_seed5,RQ2,SQLi,CG-Static,filter,5,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed5,results/V2/CustomApp_D1/CustomApp_D1_eps0.3_seed5,2026-08-07 02:49,2026-08-10 15:35,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.3_seed6,RQ2,SQLi,CG-Static,filter,6,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed6,results/V2/CustomApp_D1/CustomApp_D1_eps0.3_seed6,2026-08-07 02:49,2026-08-10 15:36,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.3_seed7,RQ2,SQLi,CG-Static,filter,7,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed7,results/V2/CustomApp_D1/CustomApp_D1_eps0.3_seed7,2026-08-07 02:38,2026-08-07 10:09,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.3_seed8,RQ2,SQLi,CG-Static,filter,8,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed8,results/V2/CustomApp_D1/CustomApp_D1_eps0.3_seed8,2026-08-07 02:49,2026-08-07 10:09,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.3_seed9,RQ2,SQLi,CG-Static,filter,9,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed9,results/V2/CustomApp_D1/CustomApp_D1_eps0.3_seed9,2026-08-07 02:41,2026-08-07 10:09,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.3_seed10,RQ2,SQLi,CG-Static,filter,10,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed10,results/V2/CustomApp_D1/CustomApp_D1_eps0.3_seed10,2026-08-07 02:47,2026-08-07 10:10,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.1_seed1,RQ2,SQLi,CG-Static,filter,1,0.1,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed1,results/V2/CustomApp_D1/CustomApp_D1_eps0.1_seed1,2026-08-06 23:34,2026-08-07 00:08,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.1_seed2,RQ2,SQLi,CG-Static,filter,2,0.1,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed2,results/V2/CustomApp_D1/CustomApp_D1_eps0.1_seed2,2026-08-06 23:37,2026-08-07 00:08,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.1_seed3,RQ2,SQLi,CG-Static,filter,3,0.1,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed3,results/V2/CustomApp_D1/CustomApp_D1_eps0.1_seed3,2026-08-06 23:39,2026-08-07 00:08,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.1_seed4,RQ2,SQLi,CG-Static,filter,4,0.1,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed4,results/V2/CustomApp_D1/CustomApp_D1_eps0.1_seed4,2026-08-06 23:58,2026-08-10 15:16,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.1_seed5,RQ2,SQLi,CG-Static,filter,5,0.1,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed5,results/V2/CustomApp_D1/CustomApp_D1_eps0.1_seed5,2026-08-06 23:58,2026-08-10 15:17,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.1_seed6,RQ2,SQLi,CG-Static,filter,6,0.1,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed6,results/V2/CustomApp_D1/CustomApp_D1_eps0.1_seed6,2026-08-06 23:59,2026-08-10 15:25,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.1_seed7,RQ2,SQLi,CG-Static,filter,7,0.1,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed7,results/V2/CustomApp_D1/CustomApp_D1_eps0.1_seed7,2026-08-06 23:56,2026-08-07 00:10,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.1_seed8,RQ2,SQLi,CG-Static,filter,8,0.1,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed8,results/V2/CustomApp_D1/CustomApp_D1_eps0.1_seed8,2026-08-07 00:00,2026-08-07 10:04,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.1_seed9,RQ2,SQLi,CG-Static,filter,9,0.1,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed9,results/V2/CustomApp_D1/CustomApp_D1_eps0.1_seed9,2026-08-06 23:57,2026-08-07 00:10,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.1_seed10,RQ2,SQLi,CG-Static,filter,10,0.1,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed10,results/V2/CustomApp_D1/CustomApp_D1_eps0.1_seed10,2026-08-07 00:00,2026-08-07 10:05,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.2_seed1,RQ2,SQLi,CG-Static,filter,1,0.2,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed1,results/V2/CustomApp_D1/CustomApp_D1_eps0.2_seed1,2026-08-07 01:00,2026-08-07 13:17,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.2_seed2,RQ2,SQLi,CG-Static,filter,2,0.2,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed2,results/V2/CustomApp_D1/CustomApp_D1_eps0.2_seed2,2026-08-07 01:02,2026-08-07 01:24,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.2_seed3,RQ2,SQLi,CG-Static,filter,3,0.2,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed3,results/V2/CustomApp_D1/CustomApp_D1_eps0.2_seed3,2026-08-07 01:03,2026-08-07 01:24,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.2_seed4,RQ2,SQLi,CG-Static,filter,4,0.2,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed4,results/V2/CustomApp_D1/CustomApp_D1_eps0.2_seed4,2026-08-07 01:15,2026-08-10 15:26,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.2_seed5,RQ2,SQLi,CG-Static,filter,5,0.2,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed5,results/V2/CustomApp_D1/CustomApp_D1_eps0.2_seed5,2026-08-07 01:15,2026-08-10 15:32,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.2_seed6,RQ2,SQLi,CG-Static,filter,6,0.2,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed6,results/V2/CustomApp_D1/CustomApp_D1_eps0.2_seed6,2026-08-07 01:16,2026-08-10 15:32,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.2_seed7,RQ2,SQLi,CG-Static,filter,7,0.2,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed7,results/V2/CustomApp_D1/CustomApp_D1_eps0.2_seed7,2026-08-07 01:16,2026-08-07 10:08,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.2_seed8,RQ2,SQLi,CG-Static,filter,8,0.2,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed8,results/V2/CustomApp_D1/CustomApp_D1_eps0.2_seed8,2026-08-07 01:13,2026-08-07 01:26,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.2_seed9,RQ2,SQLi,CG-Static,filter,9,0.2,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed9,results/V2/CustomApp_D1/CustomApp_D1_eps0.2_seed9,2026-08-07 01:14,2026-08-07 01:26,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.2_seed10,RQ2,SQLi,CG-Static,filter,10,0.2,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed10,results/V2/CustomApp_D1/CustomApp_D1_eps0.2_seed10,2026-08-07 01:14,2026-08-07 01:26,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.4_seed1,RQ2,SQLi,CG-Static,filter,1,0.4,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed1,results/V2/CustomApp_D1/CustomApp_D1_eps0.4_seed1,2026-08-07 11:06,2026-08-07 13:18,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.4_seed2,RQ2,SQLi,CG-Static,filter,2,0.4,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed2,results/V2/CustomApp_D1/CustomApp_D1_eps0.4_seed2,2026-08-07 10:53,2026-08-07 11:17,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.4_seed3,RQ2,SQLi,CG-Static,filter,3,0.4,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed3,results/V2/CustomApp_D1/CustomApp_D1_eps0.4_seed3,2026-08-07 11:07,2026-08-07 13:21,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.4_seed4,RQ2,SQLi,CG-Static,filter,4,0.4,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed4,results/V2/CustomApp_D1/CustomApp_D1_eps0.4_seed4,2026-08-07 11:07,2026-08-10 15:56,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.4_seed5,RQ2,SQLi,CG-Static,filter,5,0.4,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed5,results/V2/CustomApp_D1/CustomApp_D1_eps0.4_seed5,2026-08-07 11:07,2026-08-10 15:41,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.4_seed6,RQ2,SQLi,CG-Static,filter,6,0.4,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed6,results/V2/CustomApp_D1/CustomApp_D1_eps0.4_seed6,2026-08-07 11:07,2026-08-10 15:41,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.4_seed7,RQ2,SQLi,CG-Static,filter,7,0.4,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed7,results/V2/CustomApp_D1/CustomApp_D1_eps0.4_seed7,2026-08-07 11:03,2026-08-07 11:19,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.4_seed8,RQ2,SQLi,CG-Static,filter,8,0.4,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed8,results/V2/CustomApp_D1/CustomApp_D1_eps0.4_seed8,2026-08-07 11:04,2026-08-07 11:19,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.4_seed9,RQ2,SQLi,CG-Static,filter,9,0.4,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed9,results/V2/CustomApp_D1/CustomApp_D1_eps0.4_seed9,2026-08-07 11:04,2026-08-07 11:19,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.4_seed10,RQ2,SQLi,CG-Static,filter,10,0.4,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed10,results/V2/CustomApp_D1/CustomApp_D1_eps0.4_seed10,2026-08-07 11:09,2026-08-07 13:26,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.5_seed1,RQ2,SQLi,CG-Static,filter,1,0.5,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed1,results/V2/CustomApp_D1/CustomApp_D1_eps0.5_seed1,2026-08-07 11:56,2026-08-07 12:33,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.5_seed2,RQ2,SQLi,CG-Static,filter,2,0.5,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed2,results/V2/CustomApp_D1/CustomApp_D1_eps0.5_seed2,2026-08-07 12:21,2026-08-07 13:30,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.5_seed3,RQ2,SQLi,CG-Static,filter,3,0.5,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed3,results/V2/CustomApp_D1/CustomApp_D1_eps0.5_seed3,2026-08-07 12:21,2026-08-07 13:31,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.5_seed4,RQ2,SQLi,CG-Static,filter,4,0.5,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed4,results/V2/CustomApp_D1/CustomApp_D1_eps0.5_seed4,2026-08-07 12:22,2026-08-10 15:43,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.5_seed5,RQ2,SQLi,CG-Static,filter,5,0.5,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed5,results/V2/CustomApp_D1/CustomApp_D1_eps0.5_seed5,2026-08-07 12:22,2026-08-10 15:44,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.5_seed6,RQ2,SQLi,CG-Static,filter,6,0.5,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed6,results/V2/CustomApp_D1/CustomApp_D1_eps0.5_seed6,2026-08-07 12:22,2026-08-10 15:44,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.5_seed7,RQ2,SQLi,CG-Static,filter,7,0.5,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed7,results/V2/CustomApp_D1/CustomApp_D1_eps0.5_seed7,2026-08-07 12:12,2026-08-07 12:35,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.5_seed8,RQ2,SQLi,CG-Static,filter,8,0.5,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed8,results/V2/CustomApp_D1/CustomApp_D1_eps0.5_seed8,2026-08-07 12:13,2026-08-07 12:35,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.5_seed9,RQ2,SQLi,CG-Static,filter,9,0.5,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed9,results/V2/CustomApp_D1/CustomApp_D1_eps0.5_seed9,2026-08-07 12:23,2026-08-07 13:31,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_filter_eps0.5_seed10,RQ2,SQLi,CG-Static,filter,10,0.5,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed10,results/V2/CustomApp_D1/CustomApp_D1_eps0.5_seed10,2026-08-07 12:23,2026-08-07 15:39,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_XSS_PP-Static_search_eps0.3_seed1,RQ2,XSS,PP-Static,search,1,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed1,results/V2/CustomApp_D2-PP/CustomXSS_D2_seed1,2026-08-12 00:23,2026-08-12 11:16,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_XSS_PP-Static_search_eps0.3_seed2,RQ2,XSS,PP-Static,search,2,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed2,results/V2/CustomApp_D2-PP/CustomXSS_D2_seed2,2026-08-12 02:52,2026-08-12 12:14,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_XSS_PP-Static_search_eps0.3_seed3,RQ2,XSS,PP-Static,search,3,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed3,results/V2/CustomApp_D2-PP/CustomXSS_D2_seed3,2026-08-12 03:33,2026-08-12 13:16,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_XSS_PP-Static_search_eps0.3_seed4,RQ2,XSS,PP-Static,search,4,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed4,results/V2/CustomApp_D2-PP/CustomXSS_D2_seed4,2026-08-12 05:04,2026-08-12 14:15,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_XSS_PP-Static_search_eps0.3_seed5,RQ2,XSS,PP-Static,search,5,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed5,results/V2/CustomApp_D2-PP/CustomXSS_D2_seed5,2026-08-12 05:49,2026-08-12 15:13,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_XSS_PP-Static_search_eps0.3_seed6,RQ2,XSS,PP-Static,search,6,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed6,results/V2/CustomApp_D2-PP/CustomXSS_D2_seed6,2026-08-12 06:39,2026-08-12 16:10,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_XSS_PP-Static_search_eps0.3_seed7,RQ2,XSS,PP-Static,search,7,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed7,results/V2/CustomApp_D2-PP/CustomXSS_D2_seed7,2026-08-12 07:28,2026-08-12 18:14,complete,n/a (code not under version control at run time; artifact release tag is the reference)
