run_id,experiment,family,strategy,context,seed,epsilon,model,attacker_model,config_version,prompt_version,config_hash,corpus_id,output_dir,start_ts,end_ts,status,code_commit
RQ1_SQLi_attack-baseline_login_epsna_seed1,RQ1,SQLi,attack-baseline,login,1,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A1/CustomApp_A1_CRSonly_seed1,2026-08-03 15:24,2026-08-03 16:46,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_SQLi_attack-baseline_search_epsna_seed1,RQ1,SQLi,attack-baseline,search,1,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A1/CustomApp_A1_CRSonly_seed1,2026-08-03 15:24,2026-08-03 16:46,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_SQLi_attack-baseline_product_epsna_seed1,RQ1,SQLi,attack-baseline,product,1,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A1/CustomApp_A1_CRSonly_seed1,2026-08-03 15:24,2026-08-03 16:46,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_SQLi_attack-baseline_filter_epsna_seed1,RQ1,SQLi,attack-baseline,filter,1,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A1/CustomApp_A1_CRSonly_seed1,2026-08-03 15:24,2026-08-03 16:46,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_SQLi_attack-baseline_login_epsna_seed2,RQ1,SQLi,attack-baseline,login,2,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A1/CustomApp_A1_CRSonly_seed2,2026-08-03 17:02,2026-08-03 17:20,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_SQLi_attack-baseline_search_epsna_seed2,RQ1,SQLi,attack-baseline,search,2,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A1/CustomApp_A1_CRSonly_seed2,2026-08-03 17:02,2026-08-03 17:20,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_SQLi_attack-baseline_product_epsna_seed2,RQ1,SQLi,attack-baseline,product,2,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A1/CustomApp_A1_CRSonly_seed2,2026-08-03 17:02,2026-08-03 17:20,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_SQLi_attack-baseline_filter_epsna_seed2,RQ1,SQLi,attack-baseline,filter,2,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A1/CustomApp_A1_CRSonly_seed2,2026-08-03 17:02,2026-08-03 17:20,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_SQLi_attack-baseline_login_epsna_seed3,RQ1,SQLi,attack-baseline,login,3,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A1/CustomApp_A1_CRSonly_seed3,2026-08-03 17:22,2026-08-03 17:38,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_SQLi_attack-baseline_search_epsna_seed3,RQ1,SQLi,attack-baseline,search,3,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A1/CustomApp_A1_CRSonly_seed3,2026-08-03 17:22,2026-08-03 17:38,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_SQLi_attack-baseline_product_epsna_seed3,RQ1,SQLi,attack-baseline,product,3,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A1/CustomApp_A1_CRSonly_seed3,2026-08-03 17:22,2026-08-03 17:38,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_SQLi_attack-baseline_filter_epsna_seed3,RQ1,SQLi,attack-baseline,filter,3,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A1/CustomApp_A1_CRSonly_seed3,2026-08-03 17:22,2026-08-03 17:38,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_SQLi_attack-baseline_login_epsna_seed4,RQ1,SQLi,attack-baseline,login,4,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A1/CustomApp_A1_CRSonly_seed4,2026-08-03 17:41,2026-08-03 17:56,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_SQLi_attack-baseline_search_epsna_seed4,RQ1,SQLi,attack-baseline,search,4,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A1/CustomApp_A1_CRSonly_seed4,2026-08-03 17:41,2026-08-03 17:56,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_SQLi_attack-baseline_product_epsna_seed4,RQ1,SQLi,attack-baseline,product,4,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A1/CustomApp_A1_CRSonly_seed4,2026-08-03 17:41,2026-08-03 17:56,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_SQLi_attack-baseline_filter_epsna_seed4,RQ1,SQLi,attack-baseline,filter,4,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A1/CustomApp_A1_CRSonly_seed4,2026-08-03 17:41,2026-08-03 17:56,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_SQLi_attack-baseline_login_epsna_seed5,RQ1,SQLi,attack-baseline,login,5,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A1/CustomApp_A1_CRSonly_seed5,2026-08-03 17:57,2026-08-03 18:13,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_SQLi_attack-baseline_search_epsna_seed5,RQ1,SQLi,attack-baseline,search,5,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A1/CustomApp_A1_CRSonly_seed5,2026-08-03 17:57,2026-08-03 18:13,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_SQLi_attack-baseline_product_epsna_seed5,RQ1,SQLi,attack-baseline,product,5,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A1/CustomApp_A1_CRSonly_seed5,2026-08-03 17:57,2026-08-03 18:13,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_SQLi_attack-baseline_filter_epsna_seed5,RQ1,SQLi,attack-baseline,filter,5,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A1/CustomApp_A1_CRSonly_seed5,2026-08-03 17:57,2026-08-03 18:13,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_XSS_attack-baseline_search_epsna_seed1,RQ1,XSS,attack-baseline,search,1,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A2/CustomXSS_A2_CRSonly_seed1,2026-08-03 21:13,2026-08-03 22:16,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_XSS_attack-baseline_calc_epsna_seed1,RQ1,XSS,attack-baseline,calc,1,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A2/CustomXSS_A2_CRSonly_seed1,2026-08-03 21:13,2026-08-03 22:16,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_XSS_attack-baseline_search_epsna_seed2,RQ1,XSS,attack-baseline,search,2,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A2/CustomXSS_A2_CRSonly_seed2,2026-08-03 21:27,2026-08-03 22:27,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_XSS_attack-baseline_calc_epsna_seed2,RQ1,XSS,attack-baseline,calc,2,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A2/CustomXSS_A2_CRSonly_seed2,2026-08-03 21:27,2026-08-03 22:27,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_XSS_attack-baseline_search_epsna_seed3,RQ1,XSS,attack-baseline,search,3,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A2/CustomXSS_A2_CRSonly_seed3,2026-08-03 21:47,2026-08-03 22:37,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_XSS_attack-baseline_calc_epsna_seed3,RQ1,XSS,attack-baseline,calc,3,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A2/CustomXSS_A2_CRSonly_seed3,2026-08-03 21:47,2026-08-03 22:37,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_XSS_attack-baseline_search_epsna_seed4,RQ1,XSS,attack-baseline,search,4,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A2/CustomXSS_A2_CRSonly_seed4,2026-08-03 21:57,2026-08-03 22:48,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_XSS_attack-baseline_calc_epsna_seed4,RQ1,XSS,attack-baseline,calc,4,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A2/CustomXSS_A2_CRSonly_seed4,2026-08-03 21:57,2026-08-03 22:48,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_XSS_attack-baseline_search_epsna_seed5,RQ1,XSS,attack-baseline,search,5,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A2/CustomXSS_A2_CRSonly_seed5,2026-08-03 22:06,2026-08-03 22:59,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ1_XSS_attack-baseline_calc_epsna_seed5,RQ1,XSS,attack-baseline,calc,5,,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,eb3f4e0266aea19cac49559f32a6d8cab832c892dbd5ae670e208d22c5530d85,generated,results/V2/CustomApp_A2/CustomXSS_A2_CRSonly_seed5,2026-08-03 22:06,2026-08-03 22:59,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_PP-Static_login_eps0.3_seed1,RQ2,SQLi,PP-Static,login,1,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed1,results/V2/CustomApp_D1-PP/CustomApp_D1_seed1,2026-08-04 16:16,2026-08-05 09:01,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_PP-Static_login_eps0.3_seed2,RQ2,SQLi,PP-Static,login,2,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed2,results/V2/CustomApp_D1-PP/CustomApp_D1_seed2,2026-08-04 19:54,2026-08-05 10:39,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_PP-Static_login_eps0.3_seed3,RQ2,SQLi,PP-Static,login,3,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed3,results/V2/CustomApp_D1-PP/CustomApp_D1_seed3,2026-08-04 17:18,2026-08-05 12:16,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_PP-Static_login_eps0.3_seed4,RQ2,SQLi,PP-Static,login,4,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed4,results/V2/CustomApp_D1-PP/CustomApp_D1_seed4,2026-08-04 18:15,2026-08-11 14:36,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_PP-Static_login_eps0.3_seed5,RQ2,SQLi,PP-Static,login,5,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed5,results/V2/CustomApp_D1-PP/CustomApp_D1_seed5,2026-08-04 19:04,2026-08-11 15:34,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_PP-Static_login_eps0.3_seed6,RQ2,SQLi,PP-Static,login,6,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed6,results/V2/CustomApp_D1-PP/CustomApp_D1_seed6,2026-08-10 18:21,2026-08-11 16:31,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_PP-Static_login_eps0.3_seed7,RQ2,SQLi,PP-Static,login,7,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed7,results/V2/CustomApp_D1-PP/CustomApp_D1_seed7,2026-08-10 19:02,2026-08-11 18:40,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_PP-Static_login_eps0.3_seed8,RQ2,SQLi,PP-Static,login,8,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed8,results/V2/CustomApp_D1-PP/CustomApp_D1_seed8,2026-08-10 19:43,2026-08-11 21:49,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_PP-Static_login_eps0.3_seed9,RQ2,SQLi,PP-Static,login,9,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed9,results/V2/CustomApp_D1-PP/CustomApp_D1_seed9,2026-08-10 20:28,2026-08-11 22:41,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_PP-Static_login_eps0.3_seed10,RQ2,SQLi,PP-Static,login,10,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed10,results/V2/CustomApp_D1-PP/CustomApp_D1_seed10,2026-08-10 21:13,2026-08-11 23:34,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_RG_login_eps0.3_seed1,RQ2,SQLi,RG,login,1,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed1,results/V2/Random-Groups/CustomApp_D1_eps0.3_seed1,2026-08-31 18:07,2026-08-31 19:00,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_RG_login_eps0.3_seed2,RQ2,SQLi,RG,login,2,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed2,results/V2/Random-Groups/CustomApp_D1_eps0.3_seed2,2026-08-31 18:09,2026-08-31 19:01,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_RG_login_eps0.3_seed3,RQ2,SQLi,RG,login,3,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed3,results/V2/Random-Groups/CustomApp_D1_eps0.3_seed3,2026-08-31 18:11,2026-08-31 18:30,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_RG_login_eps0.3_seed4,RQ2,SQLi,RG,login,4,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed4,results/V2/Random-Groups/CustomApp_D1_eps0.3_seed4,2026-08-31 18:15,2026-08-31 18:30,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_RG_login_eps0.3_seed5,RQ2,SQLi,RG,login,5,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed5,results/V2/Random-Groups/CustomApp_D1_eps0.3_seed5,2026-08-31 18:17,2026-08-31 19:00,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_RG_login_eps0.3_seed6,RQ2,SQLi,RG,login,6,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed6,results/V2/Random-Groups/CustomApp_D1_eps0.3_seed6,2026-08-31 18:20,2026-08-31 19:01,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_RG_login_eps0.3_seed7,RQ2,SQLi,RG,login,7,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed7,results/V2/Random-Groups/CustomApp_D1_eps0.3_seed7,2026-08-31 18:30,2026-08-31 19:00,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_RG_login_eps0.3_seed8,RQ2,SQLi,RG,login,8,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed8,results/V2/Random-Groups/CustomApp_D1_eps0.3_seed8,2026-08-31 18:23,2026-08-31 19:01,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_RG_login_eps0.3_seed9,RQ2,SQLi,RG,login,9,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed9,results/V2/Random-Groups/CustomApp_D1_eps0.3_seed9,2026-08-31 18:26,2026-08-31 19:00,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_RG_login_eps0.3_seed10,RQ2,SQLi,RG,login,10,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed10,results/V2/Random-Groups/CustomApp_D1_eps0.3_seed10,2026-08-31 18:28,2026-08-31 19:02,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_login_eps0.3_seed1,RQ2,SQLi,CG-Static,login,1,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed1,results/V2/CustomApp_D1/CustomApp_D1_eps0.3_seed1,2026-08-07 01:59,2026-08-07 02:58,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_login_eps0.3_seed2,RQ2,SQLi,CG-Static,login,2,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed2,results/V2/CustomApp_D1/CustomApp_D1_eps0.3_seed2,2026-08-07 02:29,2026-08-07 02:59,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_login_eps0.3_seed3,RQ2,SQLi,CG-Static,login,3,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed3,results/V2/CustomApp_D1/CustomApp_D1_eps0.3_seed3,2026-08-07 02:29,2026-08-07 02:59,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_login_eps0.3_seed4,RQ2,SQLi,CG-Static,login,4,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed4,results/V2/CustomApp_D1/CustomApp_D1_eps0.3_seed4,2026-08-07 02:48,2026-08-10 15:35,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_login_eps0.3_seed5,RQ2,SQLi,CG-Static,login,5,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed5,results/V2/CustomApp_D1/CustomApp_D1_eps0.3_seed5,2026-08-07 02:49,2026-08-10 15:35,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_login_eps0.3_seed6,RQ2,SQLi,CG-Static,login,6,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed6,results/V2/CustomApp_D1/CustomApp_D1_eps0.3_seed6,2026-08-07 02:49,2026-08-10 15:36,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_login_eps0.3_seed7,RQ2,SQLi,CG-Static,login,7,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed7,results/V2/CustomApp_D1/CustomApp_D1_eps0.3_seed7,2026-08-07 02:38,2026-08-07 10:09,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_login_eps0.3_seed8,RQ2,SQLi,CG-Static,login,8,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed8,results/V2/CustomApp_D1/CustomApp_D1_eps0.3_seed8,2026-08-07 02:49,2026-08-07 10:09,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_login_eps0.3_seed9,RQ2,SQLi,CG-Static,login,9,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed9,results/V2/CustomApp_D1/CustomApp_D1_eps0.3_seed9,2026-08-07 02:41,2026-08-07 10:09,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_login_eps0.3_seed10,RQ2,SQLi,CG-Static,login,10,0.3,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed10,results/V2/CustomApp_D1/CustomApp_D1_eps0.3_seed10,2026-08-07 02:47,2026-08-07 10:10,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_login_eps0.1_seed1,RQ2,SQLi,CG-Static,login,1,0.1,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed1,results/V2/CustomApp_D1/CustomApp_D1_eps0.1_seed1,2026-08-06 23:34,2026-08-07 00:08,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_login_eps0.1_seed2,RQ2,SQLi,CG-Static,login,2,0.1,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed2,results/V2/CustomApp_D1/CustomApp_D1_eps0.1_seed2,2026-08-06 23:37,2026-08-07 00:08,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_login_eps0.1_seed3,RQ2,SQLi,CG-Static,login,3,0.1,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed3,results/V2/CustomApp_D1/CustomApp_D1_eps0.1_seed3,2026-08-06 23:39,2026-08-07 00:08,complete,n/a (code not under version control at run time; artifact release tag is the reference)
RQ2_SQLi_CG-Static_login_eps0.1_seed4,RQ2,SQLi,CG-Static,login,4,0.1,openai/gpt-4.1-mini,openai/gpt-4.1-mini,v2,v2,1f111416529c2fea9c2f5d813c01e4b207055cca8e33bd5ee875a61d6371d1a6,fixed-300 seed4,results/V2/CustomApp_D1/CustomApp_D1_eps0.1_seed4,2026-08-06 23:58,2026-08-10 15:16,complete,n/a (code not under version control at run time; artifact release tag is the reference)
